订单号,商品名称,商品一级分类,订单创建时间
180127183735048300006,水仙芒果,应季水果,2018-01-27 18:37:35
180127183735048300006,红心火龙果,精品水果,2018-01-27 18:37:35
180127183726003600001,水仙芒果,应季水果,2018-01-27 18:37:26
180127183716076100007,车厘子（储值专享）,精品水果,2018-01-27 18:37:16
180127183632055600003,红绣球火龙果大果,应季水果,2018-01-27 18:36:32
180127183632055600003,盒装龙眼,精品水果,2018-01-27 18:36:32
180127183505013900003,江西赣南脐橙（中果）,应季水果,2018-01-27 18:35:05
180127183505013900003,河北皇冠梨 河北斤,应季水果,2018-01-27 18:35:05
180127183439023700003,四川红心奇异果,应季水果,2018-01-27 18:34:39
180127183439023700003,江西赣南橙,应季水果,2018-01-27 18:34:39
180127183439023700003,甜宝草莓,应季水果,2018-01-27 18:34:39
180127183419074900002,车厘子（储值专享）,精品水果,2018-01-27 18:34:19
180127183045047400002,白心火龙果大果,应季水果,2018-01-27 18:30:45
180127182932024700001,四川爱媛橙,应季水果,2018-01-27 18:29:32
180127182916030400004,特价贡桔,应季水果,2018-01-27 18:29:16
180127182916030400004,17.5沃橙,应季水果,2018-01-27 18:29:16
180127182910063000002,  陕西野生猕猴桃小果,应季水果,2018-01-27 18:29:10
180127182852079000003,红绣球火龙果筐装中果,应季水果,2018-01-27 18:28:52
180127182852079000003,秘鲁蓝莓(储值专享),精品水果,2018-01-27 18:28:52
180127182829075600004,广西沙糖桔,应季水果,2018-01-27 18:28:29
180127182747048100003,水仙芒果,应季水果,2018-01-27 18:27:47
180127182747048100003,红绣球火龙果大果,应季水果,2018-01-27 18:27:47
180127182703035200002,促销香蕉,应季水果,2018-01-27 18:27:03
180127182703035200002,特价沙糖桔,应季水果,2018-01-27 18:27:03
180127182703035200002,特价贡桔,应季水果,2018-01-27 18:27:03
180127182703035200002,红绣球火龙果筐装中果,应季水果,2018-01-27 18:27:03
180127182636097700002,沙糖桔,应季水果,2018-01-27 18:26:36
180127182636097700002,盒装龙眼,精品水果,2018-01-27 18:26:36
180127182612074100001,广西沙糖桔,应季水果,2018-01-27 18:26:12
180127182523088400003,特价,应季水果,2018-01-27 18:25:23
180127182523088400003,澳洲进口橙,应季水果,2018-01-27 18:25:23
180127182510072100005,广西国产香蕉,应季水果,2018-01-27 18:25:10
180127182403095800001,特价沙糖桔,应季水果,2018-01-27 18:24:03
180127182251067900008,广西沙糖桔,应季水果,2018-01-27 18:22:51
180127182242044300002,促销香蕉,应季水果,2018-01-27 18:22:42
180127182242044300002,广西沙糖桔,应季水果,2018-01-27 18:22:42
180127182242044300002,甜宝草莓,应季水果,2018-01-27 18:22:42
180127182201015700009,进口香蕉（都乐香蕉）,应季水果,2018-01-27 18:22:01
180127182201015700009,广西沙糖桔,应季水果,2018-01-27 18:22:01
180127182105050200002,海南圣女果,应季水果,2018-01-27 18:21:05
180127182105050200002,库尔勒香梨（二级） 斤,应季水果,2018-01-27 18:21:05
180127181906090600006,新疆空运哈密瓜,应季水果,2018-01-27 18:19:06
180127181906090600006,江西赣南脐橙（中果）,应季水果,2018-01-27 18:19:06
180127181906090600006,特价沙糖桔,应季水果,2018-01-27 18:19:06
180127181749091700001,菠萝蜜,精品水果,2018-01-27 18:17:49
180127181749091700001,江西赣南橙,应季水果,2018-01-27 18:17:49
180127181749023200006,  陕西野生猕猴桃小果,应季水果,2018-01-27 18:17:49
180127181723052700001,广东皇帝柑,应季水果,2018-01-27 18:17:23
180127181619000500009,韩国梨,应季水果,2018-01-27 18:16:19
180127181551043700004,山竹,应季水果,2018-01-27 18:15:51
180127181523095100004,广西沙糖桔,应季水果,2018-01-27 18:15:23
180127181523095100004,盒装龙眼,精品水果,2018-01-27 18:15:23
180127181523046400006,新疆纸皮核桃,应季水果,2018-01-27 18:15:23
180127181429029100001,江西赣南橙,应季水果,2018-01-27 18:14:29
180127181220011100003,红绣球火龙果大果,应季水果,2018-01-27 18:12:20
180127180954068100006,甜宝草莓,应季水果,2018-01-27 18:09:54
180127180953017200009,广西沙糖桔,应季水果,2018-01-27 18:09:53
180127180949037400004,平和有机黄金柚子,应季水果,2018-01-27 18:09:49
180127180917092900003,广西金桔,应季水果,2018-01-27 18:09:17
180127180856046200006,干尧榴莲,精品水果,2018-01-27 18:08:56
180127180744038700004,河北皇冠梨 河北斤,应季水果,2018-01-27 18:07:44
180127180744038700004,库尔勒香梨（一级）,应季水果,2018-01-27 18:07:44
180127180744038700004,特价,应季水果,2018-01-27 18:07:44
180127180740036200001,库尔勒香梨（二级） 斤,应季水果,2018-01-27 18:07:40
180127180740036200001,江西赣南橙,应季水果,2018-01-27 18:07:40
180127180740036200001,沙糖桔,应季水果,2018-01-27 18:07:40
180127180656098600005,河北皇冠梨 河北斤,应季水果,2018-01-27 18:06:56
180127180603021900011,特价,精品水果,2018-01-27 18:06:03
180127180305002200001,特价,应季水果,2018-01-27 18:03:05
180127180305002200001,甜宝草莓,应季水果,2018-01-27 18:03:05
180127180004091400001,新疆阿克苏冰糖心苹果,应季水果,2018-01-27 18:00:04
180127180004091400001,广东皇帝柑,应季水果,2018-01-27 18:00:04
180127175953067000002,白心火龙果大果,应季水果,2018-01-27 17:59:53
180127175953067000002,红绣球火龙果筐装中果,应季水果,2018-01-27 17:59:53
180127175953067000002,白心火龙果大果,应季水果,2018-01-27 17:59:53
180127175927008700005,海南圣女果,精品水果,2018-01-27 17:59:27
180127175927008700005,新疆阿克苏苹果（整箱）,应季水果,2018-01-27 17:59:27
180127175923003700003,特价贡桔,应季水果,2018-01-27 17:59:23
180127175857056000011,江西赣南橙,应季水果,2018-01-27 17:58:57
180127175857056000011,福建散装枇杷,精品水果,2018-01-27 17:58:57
180127175857056000011,车厘子（储值专享）,精品水果,2018-01-27 17:58:57
180127175748088200005,水仙芒果,应季水果,2018-01-27 17:57:48
180127175748088200005,新疆阿克苏苹果（整箱）,应季水果,2018-01-27 17:57:48
180127175748007300007,特价,应季水果,2018-01-27 17:57:48
180127175748007300007,促销香蕉,应季水果,2018-01-27 17:57:48
180127175631094200005,沙糖桔,应季水果,2018-01-27 17:56:31
180127175631094200005,干尧榴莲,应季水果,2018-01-27 17:56:31
180127175443098300003,韩国梨,应季水果,2018-01-27 17:54:43
180127175316081300003,江西赣南橙,应季水果,2018-01-27 17:53:16
180127175203030500006,甜宝草莓,应季水果,2018-01-27 17:52:03
180127175203030500006,四川爱媛橙,应季水果,2018-01-27 17:52:03
180127175203030500006,特价苹果,应季水果,2018-01-27 17:52:03
180127175203030500006,进口香蕉（都乐香蕉）,应季水果,2018-01-27 17:52:03
180127175158041300001,车厘子（储值专享）,精品水果,2018-01-27 17:51:58
180127174953050000001,广西沙糖桔,应季水果,2018-01-27 17:49:53
180127174938012700005,小台农芒果,应季水果,2018-01-27 17:49:38
180127174911052500006,特价苹果,应季水果,2018-01-27 17:49:11
180127174846017700001,广西沙糖桔,应季水果,2018-01-27 17:48:46
180127174846017700001,特价,应季水果,2018-01-27 17:48:46
180127174715023200008,广西国产香蕉,应季水果,2018-01-27 17:47:15
180127174715018500005,特价苹果,应季水果,2018-01-27 17:47:15
180127174612014700004,车厘子（储值专享）,精品水果,2018-01-27 17:46:12
180127174612014700004,甜宝草莓,应季水果,2018-01-27 17:46:12
180127174508026900001,江西赣南橙,应季水果,2018-01-27 17:45:08
180127174351082200005,烟台富士苹果（80-85）,应季水果,2018-01-27 17:43:51
180127174308027100004,会理石榴,应季水果,2018-01-27 17:43:08
180127174247059400007,杨氏橙,精品水果,2018-01-27 17:42:47
180127174228044200005,韩国梨,应季水果,2018-01-27 17:42:28
180127174226066200005,普通白心柚子,应季水果,2018-01-27 17:42:26
180127174226058200001,精品白心柚子,应季水果,2018-01-27 17:42:26
180127174152027300007,红心柚子,精品水果,2018-01-27 17:41:52
180127174121026200002,特价,精品水果,2018-01-27 17:41:21
180127174112102100002,黑美人西瓜,应季水果,2018-01-27 17:41:12
180127174050090400004,甜宝草莓,应季水果,2018-01-27 17:40:50
180127174050090400004,特价贡桔,应季水果,2018-01-27 17:40:50
180127174037014200011,广西沙糖桔,应季水果,2018-01-27 17:40:37
180127174037014200011,红心柚子,精品水果,2018-01-27 17:40:37
180127173943055500002,韩国梨,应季水果,2018-01-27 17:39:43
180127173943055500002,泰国散装龙眼,精品水果,2018-01-27 17:39:43
180127173936062200002,江西赣南橙,应季水果,2018-01-27 17:39:36
180127173936045900007,沙糖桔,应季水果,2018-01-27 17:39:36
180127173936045900007,高原红苹果,应季水果,2018-01-27 17:39:36
180127173914058900006,东北寒富苹果,应季水果,2018-01-27 17:39:14
180127173708011400005,东北寒富苹果,应季水果,2018-01-27 17:37:08
180127173607055500003,国产猕猴桃,应季水果,2018-01-27 17:36:07
180127173607055500003,皇冠梨,应季水果,2018-01-27 17:36:07
180127173519025600006,广西沙糖桔,应季水果,2018-01-27 17:35:19
180127173514039900006,水仙芒果,应季水果,2018-01-27 17:35:14
180127173445050300003,江西赣南脐橙（中果）,应季水果,2018-01-27 17:34:45
180127173445050300003,特价,精品水果,2018-01-27 17:34:45
180127173147065400002,甜宝草莓,应季水果,2018-01-27 17:31:47
180127173058011900002,广西沙糖桔,应季水果,2018-01-27 17:30:58
180127172941042800004,精品富士苹果（全红）,应季水果,2018-01-27 17:29:41
180127172941042800004,甜宝草莓,应季水果,2018-01-27 17:29:41
180127172941042800004,广西沙糖桔,应季水果,2018-01-27 17:29:41
180127172935069800002,江西赣南脐橙（中果）,应季水果,2018-01-27 17:29:35
180127172935069800002,特价沙糖桔,应季水果,2018-01-27 17:29:35
180127172843027800005,促销香蕉,应季水果,2018-01-27 17:28:43
180127172646023800011,杨氏橙,精品水果,2018-01-27 17:26:46
180127172645021700003,西州蜜,应季水果,2018-01-27 17:26:45
180127172538065100001,车厘子,应季水果,2018-01-27 17:25:38
180127172518007800001,特价沙糖桔,应季水果,2018-01-27 17:25:18
180127172418087600006,韩国梨,应季水果,2018-01-27 17:24:18
180127172358058400005,特价,精品水果,2018-01-27 17:23:58
180127172358058400005,美国红李子,精品水果,2018-01-27 17:23:58
180127172356061500001,南美进口香蕉 斤,应季水果,2018-01-27 17:23:56
180127172356061500001,江西赣南脐橙（中果）,应季水果,2018-01-27 17:23:56
180127172319073000003,甜宝草莓,应季水果,2018-01-27 17:23:19
180127172208046300009,广西沙糖桔,应季水果,2018-01-27 17:22:08
180127172142017700003,进口香蕉（都乐香蕉）,应季水果,2018-01-27 17:21:42
180127172133009800001,广西沙糖桔,应季水果,2018-01-27 17:21:33
180127172133009800001,江西赣南脐橙（中果）,应季水果,2018-01-27 17:21:33
180127172122073400002,特价,精品水果,2018-01-27 17:21:22
180127172047032600003,普通白心柚子,应季水果,2018-01-27 17:20:47
180127172025016900005,特价沙糖桔,应季水果,2018-01-27 17:20:25
180127172025016900005,广东皇帝柑,应季水果,2018-01-27 17:20:25
180127172016041200004,广西沙糖桔,应季水果,2018-01-27 17:20:16
180127172010029300012,特价,应季水果,2018-01-27 17:20:10
180127172001080800005,富崎乐猪肉脯,应季水果,2018-01-27 17:20:01
180127171945083200002,特价沙糖桔,应季水果,2018-01-27 17:19:45
180127171945083200002,黑美人西瓜,应季水果,2018-01-27 17:19:45
180127171928028800005,特价贡桔,应季水果,2018-01-27 17:19:28
180127171818077300007,东北寒富苹果,应季水果,2018-01-27 17:18:18
180127171720009100016,江西赣南脐橙（中果）,应季水果,2018-01-27 17:17:20
180127171716066300007,普通白心柚子,应季水果,2018-01-27 17:17:16
180127171701026500008,国产猕猴桃,应季水果,2018-01-27 17:17:01
180127171701026500008,广西沙糖桔,应季水果,2018-01-27 17:17:01
180127171607100100006,新疆阿克苏冰糖心苹果,应季水果,2018-01-27 17:16:07
180127171607044800003,进口香蕉（都乐香蕉）,应季水果,2018-01-27 17:16:07
180127171607044800003,甜宝草莓,应季水果,2018-01-27 17:16:07
180127171600011100007,盒装龙眼,精品水果,2018-01-27 17:16:00
180127171418022500008,进口香蕉（都乐香蕉）,应季水果,2018-01-27 17:14:18
180127171418022500008,广东皇帝柑,应季水果,2018-01-27 17:14:18
180127171411096900001,特价,精品水果,2018-01-27 17:14:11
180127171333018900004,广西百香果 包,应季水果,2018-01-27 17:13:33
180127171333018900004,蜂蜜奇异果,应季水果,2018-01-27 17:13:33
180127171224055700002,菠萝蜜,精品水果,2018-01-27 17:12:24
180127171211055300005,广西沙糖桔,应季水果,2018-01-27 17:12:11
180127171003094200001,车厘子,应季水果,2018-01-27 17:10:03
180127170847079700003,黑美人西瓜,应季水果,2018-01-27 17:08:47
180127170812043100004,黑美人西瓜,应季水果,2018-01-27 17:08:12
180127170759008100001,新疆纸皮核桃,应季水果,2018-01-27 17:07:59
180127170724032700003,广西沙糖桔,应季水果,2018-01-27 17:07:24
180127170657034700005,广西国产香蕉,应季水果,2018-01-27 17:06:57
180127170657034700005,红绣球火龙果筐装中果,应季水果,2018-01-27 17:06:57
180127170653088000010,烟台富士苹果（80-85）,应季水果,2018-01-27 17:06:53
180127170546081500004,烟台富士苹果75,应季水果,2018-01-27 17:05:46
180127170546081500004,美国红蛇果,应季水果,2018-01-27 17:05:46
180127170447013500001,菠萝蜜,精品水果,2018-01-27 17:04:47
180127170447013500001,美国红蛇果,应季水果,2018-01-27 17:04:47
180127170415094700004,海南圣女果,精品水果,2018-01-27 17:04:15
180127170415094700004,广西沙糖桔,应季水果,2018-01-27 17:04:15
180127170329080000006,广西沙糖桔,应季水果,2018-01-27 17:03:29
180127170329080000006,江西赣南脐橙（中果）,应季水果,2018-01-27 17:03:29
180127170236031900008,促销香蕉,应季水果,2018-01-27 17:02:36
180127170231054700004,甜宝草莓,应季水果,2018-01-27 17:02:31
180127170224013200002,特价沙糖桔,应季水果,2018-01-27 17:02:24
180127170205081400005,四川耙耙柑,应季水果,2018-01-27 17:02:05
180127170151080800001,特价沙糖桔,应季水果,2018-01-27 17:01:51
180127170131056800006,特价,应季水果,2018-01-27 17:01:31
180127170022094100005,特价沙糖桔,应季水果,2018-01-27 17:00:22
180127170013097300002,新疆纸皮核桃,应季水果,2018-01-27 17:00:13
180127170013097300002,新疆阿克苏冰糖心苹果,应季水果,2018-01-27 17:00:13
180127165953074000006,特价,精品水果,2018-01-27 16:59:53
180127165953074000006,广西沙糖桔,应季水果,2018-01-27 16:59:53
180127165953074000006,盒装龙眼,精品水果,2018-01-27 16:59:53
180127165950095700005,广西沙糖桔,应季水果,2018-01-27 16:59:50
180127165919066400005,菠萝蜜,精品水果,2018-01-27 16:59:19
180127165919066400005,干尧榴莲,精品水果,2018-01-27 16:59:19
180127165914017700002,韩国梨,应季水果,2018-01-27 16:59:14
180127165820100700004,广西圣女果,应季水果,2018-01-27 16:58:20
180127165820100700004,广西沙糖桔,应季水果,2018-01-27 16:58:20
180127165718068100001,广西沙糖桔,应季水果,2018-01-27 16:57:18
180127165718068100001,海南圣女果,精品水果,2018-01-27 16:57:18
180127165717046100003,进口香蕉（都乐香蕉）,应季水果,2018-01-27 16:57:17
180127165652042500005,促销香蕉,应季水果,2018-01-27 16:56:52
180127165652042500005,特价沙糖桔,应季水果,2018-01-27 16:56:52
180127165532057900009,特价,应季水果,2018-01-27 16:55:32
180127165532057900009,水仙芒果,应季水果,2018-01-27 16:55:32
180127165459061000002,广西沙糖桔,应季水果,2018-01-27 16:54:59
180127165459061000002,广西沙糖桔,应季水果,2018-01-27 16:54:59
180127165438087500009,进口香蕉（都乐香蕉）,应季水果,2018-01-27 16:54:38
180127165350085000001,特价,精品水果,2018-01-27 16:53:50
180127165326067800002,韩国梨,应季水果,2018-01-27 16:53:26
180127165238062000003,特价,精品水果,2018-01-27 16:52:38
180127165218016400001,海南圣女果,精品水果,2018-01-27 16:52:18
180127165214062700005,广西沙糖桔,应季水果,2018-01-27 16:52:14
180127165023059600004,菠萝蜜,精品水果,2018-01-27 16:50:23
180127164954012100005,广西沙糖桔,应季水果,2018-01-27 16:49:54
180127164938094300006,广东皇帝柑,应季水果,2018-01-27 16:49:38
180127164938094300006,海南圣女果,精品水果,2018-01-27 16:49:38
180127164938094300006,车厘子,应季水果,2018-01-27 16:49:38
180127164938093900008,进口香蕉（都乐香蕉）,应季水果,2018-01-27 16:49:38
180127164938093900008,海南圣女果,精品水果,2018-01-27 16:49:38
180127164935079700001,促销香蕉,应季水果,2018-01-27 16:49:35
180127164935079700001,精品白心柚子,应季水果,2018-01-27 16:49:35
180127164929086300001,福建散装枇杷,精品水果,2018-01-27 16:49:29
180127164929086300001,特价沙糖桔,应季水果,2018-01-27 16:49:29
180127164907089000009,广西沙糖桔,应季水果,2018-01-27 16:49:07
180127164907089000009,甜宝草莓,应季水果,2018-01-27 16:49:07
180127164907089000009,红心火龙果 一级越南斤,应季水果,2018-01-27 16:49:07
180127164907089000009,南美进口香蕉 斤,应季水果,2018-01-27 16:49:07
180127164907089000009,17.5沃橙,应季水果,2018-01-27 16:49:07
180127164907089000009,广西沙糖桔,应季水果,2018-01-27 16:49:07
180127164854045900004,甜宝草莓,应季水果,2018-01-27 16:48:54
180127164854045900004,精品白心柚子,应季水果,2018-01-27 16:48:54
180127164721080800002,精品富士,应季水果,2018-01-27 16:47:21
180127164715021900003,白心火龙果大果,应季水果,2018-01-27 16:47:15
180127164639099900007,广西国产香蕉,应季水果,2018-01-27 16:46:39
180127164639099900007,  陕西野生猕猴桃小果,应季水果,2018-01-27 16:46:39
180127164612048800001,皇冠梨,应季水果,2018-01-27 16:46:12
180127164612048800001,江西赣南橙,应季水果,2018-01-27 16:46:12
180127164603074800006,四川爱媛橙,应季水果,2018-01-27 16:46:03
180127164603074800006,江西赣南橙,应季水果,2018-01-27 16:46:03
180127164517072300001,高原红苹果,应季水果,2018-01-27 16:45:17
180127164438076100002,盒装龙眼,精品水果,2018-01-27 16:44:38
180127164438076100002,白心火龙果大果,应季水果,2018-01-27 16:44:38
180127164430029900002,国产猕猴桃,应季水果,2018-01-27 16:44:30
180127164403051100007,红心火龙果 一级越南斤,应季水果,2018-01-27 16:44:03
180127164241013100004,广西沙糖桔,应季水果,2018-01-27 16:42:41
180127164234022500003,广西金桔,应季水果,2018-01-27 16:42:34
180127164234022500003,水仙芒果,应季水果,2018-01-27 16:42:34
180127164028070500001,云南精品甘蔗肉,应季水果,2018-01-27 16:40:28
180127164028070500001,甜宝草莓,应季水果,2018-01-27 16:40:28
180127164010069900003,精品白心柚子,应季水果,2018-01-27 16:40:10
180127164000006600005,特价沙糖桔,应季水果,2018-01-27 16:40:00
180127164000006600005,促销香蕉,应季水果,2018-01-27 16:40:00
180127163840004400002,南美进口香蕉 斤,应季水果,2018-01-27 16:38:40
180127163807074700002,甜宝草莓,应季水果,2018-01-27 16:38:07
180127163807074700002,车厘子（储值专享）,精品水果,2018-01-27 16:38:07
180127163623056100003,广西圣女果（储值专享）,精品水果,2018-01-27 16:36:23
180127163609097700002,广东皇帝柑,应季水果,2018-01-27 16:36:09
180127163529021800002,特价沙糖桔,应季水果,2018-01-27 16:35:29
180127163529021800002,高原红苹果,应季水果,2018-01-27 16:35:29
180127163519071100002,盒装龙眼,精品水果,2018-01-27 16:35:19
180127163519071100002,美国红蛇果,应季水果,2018-01-27 16:35:19
180127163519071100002,南美进口香蕉 斤,应季水果,2018-01-27 16:35:19
180127163452073900001,广西沙糖桔,应季水果,2018-01-27 16:34:52
180127163452073900001,广西沙糖桔,应季水果,2018-01-27 16:34:52
180127163344053000002,富崎乐猪肉脯,应季水果,2018-01-27 16:33:44
180127163137073600003,冰糖橙,应季水果,2018-01-27 16:31:37
180127163124089900005,特价南非橙子,应季水果,2018-01-27 16:31:24
180127163124089900005,国产香蕉 一级海南斤,应季水果,2018-01-27 16:31:24
180127163124089900005,红星苹果,应季水果,2018-01-27 16:31:24
180127162943033800006,菲律宾凤梨,应季水果,2018-01-27 16:29:43
180127162818096400006,甜宝草莓,应季水果,2018-01-27 16:28:18
180127162818096400006,江西赣南橙,应季水果,2018-01-27 16:28:18
180127162751066000006,国产猕猴桃,应季水果,2018-01-27 16:27:51
180127162638082000001,红心火龙果,精品水果,2018-01-27 16:26:38
180127162636012900005,白心火龙果大果,应季水果,2018-01-27 16:26:36
180127162636012900005,红心火龙果 一级越南斤,应季水果,2018-01-27 16:26:36
180127162448039500002,广西沙糖桔,应季水果,2018-01-27 16:24:48
180127162317042700006,特价,应季水果,2018-01-27 16:23:17
180127162317042700006,江西赣南橙,应季水果,2018-01-27 16:23:17
180127162127004700003,菲律宾凤梨,应季水果,2018-01-27 16:21:27
180127162030031000007,广西沙糖桔,应季水果,2018-01-27 16:20:30
180127162006029000007,四川爱媛橙,应季水果,2018-01-27 16:20:06
180127161950014300007,广西沙糖桔,应季水果,2018-01-27 16:19:50
180127161925027800004,江西小贡桔,应季水果,2018-01-27 16:19:25
180127161925027800004,特价苹果,应季水果,2018-01-27 16:19:25
180127161836020600003,小台农芒果,应季水果,2018-01-27 16:18:36
180127161724063500002,  陕西野生猕猴桃小果,应季水果,2018-01-27 16:17:24
180127161724063500002,小台农芒果,应季水果,2018-01-27 16:17:24
180127161724063500002,广西金桔,应季水果,2018-01-27 16:17:24
180127161717045200003,促销香蕉,应季水果,2018-01-27 16:17:17
180127161633082900005,红绣球火龙果筐装小果,应季水果,2018-01-27 16:16:33
180127161633082900005,菠萝蜜,精品水果,2018-01-27 16:16:33
180127161603077900003,进口香蕉（都乐香蕉）,应季水果,2018-01-27 16:16:03
180127161554039100001,杨氏橙,精品水果,2018-01-27 16:15:54
180127161554039100001,广西圣女果（储值专享）,精品水果,2018-01-27 16:15:54
180127161514079900002,东北寒富苹果,应季水果,2018-01-27 16:15:14
180127161514079900002,广西沙糖桔,应季水果,2018-01-27 16:15:14
180127161506012300002,特价沙糖桔,应季水果,2018-01-27 16:15:06
180127161424059000001,甜宝草莓,应季水果,2018-01-27 16:14:24
180127161420002500012,甜宝草莓,应季水果,2018-01-27 16:14:20
180127161356051900001,江西赣南橙,应季水果,2018-01-27 16:13:56
180127161327045700001,甜宝草莓,应季水果,2018-01-27 16:13:27
180127161251069900007,贵州修文猕猴桃,精品水果,2018-01-27 16:12:51
180127161251069900007,海南圣女果,精品水果,2018-01-27 16:12:51
180127160912092900005,特价,应季水果,2018-01-27 16:09:12
180127160912092900005,四川爱媛橙,应季水果,2018-01-27 16:09:12
180127160912092900005,江西赣南橙,应季水果,2018-01-27 16:09:12
180127160905088700007,韩国梨,应季水果,2018-01-27 16:09:05
180127160905088700007,陕西精品野生盒装猕猴桃,应季水果,2018-01-27 16:09:05
180127160746007800003,广东皇帝柑,应季水果,2018-01-27 16:07:46
180127160722039100001,菲律宾凤梨 斤,应季水果,2018-01-27 16:07:22
180127160648066700004,广东皇帝柑,应季水果,2018-01-27 16:06:48
180127160608025000006,延安红苹果,应季水果,2018-01-27 16:06:08
180127160552047400002,红提葡萄 斤,应季水果,2018-01-27 16:05:52
180127160447025700003,南果梨,精品水果,2018-01-27 16:04:47
180127160440059400008,杨氏橙,精品水果,2018-01-27 16:04:40
180127160440059400008,菠萝蜜,精品水果,2018-01-27 16:04:40
180127160347027900004,红心火龙果,精品水果,2018-01-27 16:03:47
180127160347027900004,杨氏橙,精品水果,2018-01-27 16:03:47
180127160300024200004,比利时啤梨,精品水果,2018-01-27 16:03:00
180127160300024200004,广西沙糖桔,应季水果,2018-01-27 16:03:00
180127160300024200004,广西国产香蕉,应季水果,2018-01-27 16:03:00
180127160058016900002,江西赣南脐橙（中果）,应季水果,2018-01-27 16:00:58
180127160058016900002,国产猕猴桃,应季水果,2018-01-27 16:00:58
180127155950056100002,特价沙糖桔,应季水果,2018-01-27 15:59:50
180127155737037100004,广西沙糖桔,应季水果,2018-01-27 15:57:37
180127155628092500005,特价,应季水果,2018-01-27 15:56:28
180127155257067900008,甜宝草莓,应季水果,2018-01-27 15:52:57
180127155257067900008,美国红蛇果,应季水果,2018-01-27 15:52:57
180127155257067900008,盒装龙眼,精品水果,2018-01-27 15:52:57
180127155056004300002,菲律宾凤梨 斤,应季水果,2018-01-27 15:50:56
180127154928071100002,新疆阿克苏苹果（整箱）,应季水果,2018-01-27 15:49:28
180127154928071100002,海南圣女果,精品水果,2018-01-27 15:49:28
180127154904014400007,特价,应季水果,2018-01-27 15:49:04
180127154904014400007,特价沙糖桔,应季水果,2018-01-27 15:49:04
180127154805015100004,河北皇冠梨 河北斤,应季水果,2018-01-27 15:48:05
180127154711017700007,精品白心柚子,应季水果,2018-01-27 15:47:11
180127154516027600001,江西赣南橙,应季水果,2018-01-27 15:45:16
180127154315064200003,凤梨（佳农） 斤,应季水果,2018-01-27 15:43:15
180127154244028100002,精品白心柚子,应季水果,2018-01-27 15:42:44
180127154235036300004,特价贡桔,应季水果,2018-01-27 15:42:35
180127154211096300003,泰国散装龙眼,精品水果,2018-01-27 15:42:11
180127154211096300003,广西沙糖桔,应季水果,2018-01-27 15:42:11
180127154211096300003,海南圣女果,应季水果,2018-01-27 15:42:11
180127154157022800007,美国红蛇果,应季水果,2018-01-27 15:41:57
180127154019035400002,江西赣南橙,应季水果,2018-01-27 15:40:19
180127154019035400002,广西沙糖桔,应季水果,2018-01-27 15:40:19
180127154010064600004,特价贡桔,应季水果,2018-01-27 15:40:10
180127153959073600003,广西沙糖桔,应季水果,2018-01-27 15:39:59
180127153959073600003,红绣球火龙果筐装中果,应季水果,2018-01-27 15:39:59
180127153959073600003,江西赣南橙,应季水果,2018-01-27 15:39:59
180127153959073600003,库尔勒香梨（一级）,应季水果,2018-01-27 15:39:59
180127153826097900001,甜宝草莓,应季水果,2018-01-27 15:38:26
180127153826097900001,特价沙糖桔,应季水果,2018-01-27 15:38:26
180127153826097900001,烟台富士苹果（80-85）,应季水果,2018-01-27 15:38:26
180127153826097900001,广东皇帝柑,应季水果,2018-01-27 15:38:26
180127153826097900001,江西赣南脐橙（中果）,应季水果,2018-01-27 15:38:26
180127153503038500005,甜宝草莓,应季水果,2018-01-27 15:35:03
180127153032007300004,比利时啤梨,精品水果,2018-01-27 15:30:32
180127152959088300004,广西金桔,应季水果,2018-01-27 15:29:59
180127152859052400005,甜宝草莓,应季水果,2018-01-27 15:28:59
180127152859052400005,沙糖桔,应季水果,2018-01-27 15:28:59
180127152751003600009,特价沙糖桔,应季水果,2018-01-27 15:27:51
180127152748084000002,广西沙糖桔,应季水果,2018-01-27 15:27:48
180127152732046200004,新疆阿克苏苹果（整箱）,应季水果,2018-01-27 15:27:32
180127152732046200004,盒装龙眼,精品水果,2018-01-27 15:27:32
180127152732046200004,江西赣南脐橙（中果）,应季水果,2018-01-27 15:27:32
180127152732046200004,白心火龙果大果,应季水果,2018-01-27 15:27:32
180127152732046200004,菠萝蜜,精品水果,2018-01-27 15:27:32
180127152636067200001,荷兰啤梨（储值专享）,精品水果,2018-01-27 15:26:36
180127152606040300006,广西沙糖桔,应季水果,2018-01-27 15:26:06
180127152505000500006,江西赣南橙,应季水果,2018-01-27 15:25:05
180127152501040300004,精品白心柚子,应季水果,2018-01-27 15:25:01
180127152355079000006,特价,应季水果,2018-01-27 15:23:55
180127152355079000006,特价,应季水果,2018-01-27 15:23:55
180127152250055600001,杨氏橙,精品水果,2018-01-27 15:22:50
180127152250055600001,荷兰啤梨（储值专享）,精品水果,2018-01-27 15:22:50
180127151943090000006,澳洲车厘子,精品水果,2018-01-27 15:19:43
180127151813053100004,甜宝草莓,应季水果,2018-01-27 15:18:13
180127151755098300007,高原红苹果,应季水果,2018-01-27 15:17:55
180127151755098300007,白心火龙果大果,应季水果,2018-01-27 15:17:55
180127151715100900001,福建散装枇杷,精品水果,2018-01-27 15:17:15
180127151706004000001,甜宝草莓,应季水果,2018-01-27 15:17:06
180127151706004000001,菲律宾凤梨 斤,应季水果,2018-01-27 15:17:06
